;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;;
38;f;7.0;-229.762.875.012.061;-4.323.145.352.664.380;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}";140.0;2;25.0;5;90;18;f;f;strict;2018;4;;
39;f;2.0;-22.925.194.298.131.000;-4.319.118.336.151.660;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";68.0;1;38.0;2;60;12;t;f;moderate;2018;4;;
40;f;4.0;-2.296.924.906.222.340;-4.318.283.457.669.380;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",Iron,""Bed linens"",""Extra pillows and blankets""}";280.0;1;0.0;3;60;20;f;f;strict;2018;4;;
41;f;3.0;-22.985.487.643.358.000;-4.319.294.505.091.860;Apartment;Entire home/apt;2;1.0;1.0;1.0;Futon;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head""}";239.0;2;80.0;2;730;0;t;f;strict;2018;4;;
42;f;7.0;-229.826.973.909.695;-4.321.908.031.793.640;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront,Beachfront}";301.0;2;20.0;2;90;41;t;f;strict;2018;4;;
43;f;1.0;-22.973.522.022.744.800;-43.382.417.058.065.600;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";512.0;1;171.0;1;90;0;f;f;flexible;2018;4;;
44;f;1.0;-2.288.756.433.675.860;-435.941.334.568.168;Townhouse;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Safety card"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";171.0;4;45.0;1;60;3;t;f;flexible;2018;4;;
45;f;4.0;-2.298.386.039.967.810;-4.321.383.479.718.010;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Host greets you""}";301.0;1;0.0;2;90;2;f;f;strict;2018;4;;
46;f;1.0;-2.294.103.019.897.890;-4.317.617.189.796.830;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";376.0;1;0.0;2;365;38;f;f;strict;2018;4;;
47;f;7.0;-2.297.700.229.152.730;-43.190.410.197.540.000;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access""}";161.0;3;30.0;2;89;40;t;f;strict;2018;4;;
48;f;7.0;-2.297.550.267.771.820;-4.318.864.613.001.930;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}";181.0;2;20.0;2;89;24;t;f;strict;2018;4;;
49;f;3.0;-2.298.667.861.455.310;-4.322.171.052.846.170;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";485.0;3;100.0;3;1125;27;t;f;strict;2018;4;;
50;f;7.0;-22.975.492.395.229.900;-4.318.836.222.258.920;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",Waterfront,Beachfront}";250.0;3;30.0;2;90;23;t;f;strict;2018;4;;
52;t;2.0;-22.982.700.395.511.600;-432.003.992.517.707;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you""}";154.0;1;17.0;3;21;155;t;f;strict;2018;4;;
53;f;2.0;-2.295.722.818.780.700;-4.320.437.819.030.290;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}";158.0;1;0.0;2;20;4;f;f;strict;2018;4;;
54;f;8.0;-22.998.563.761.159.800;-4.327.041.738.123.010;Guest suite;Private room;2;7.0;1.0;2.0;Real Bed;"{Kitchen,""Free parking on premises""}";82.0;1;0.0;1;730;0;f;f;flexible;2018;4;;
55;f;8.0;-229.989.343.498.376;-4.327.047.384.881.160;Dorm;Shared room;12;0.5;1.0;12.0;Real Bed;{TV,Internet,Wifi,Kitchen};68.0;1;68.0;1;730;1;f;f;flexible;2018;4;;
56;f;4.0;-22.983.510.987.596.400;-43.190.499.142.959.700;Apartment;Entire home/apt;5;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Self check-in"",""Front desk/doorperson""}";397.0;4;0.0;6;60;0;f;f;strict;2018;4;;
57;f;4.0;-2.301.159.086.594.510;-4.336.925.457.556.040;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,Beachfront}";379.0;4;42.0;3;500;14;f;f;strict_14_with_grace_period;2018;4;;
58;f;5.0;-22.945.054.390.760.300;-4.318.137.333.983.510;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer}";110.0;1;0.0;4;730;0;f;f;strict;2018;4;;
59;f;8.0;-2.294.244.516.818.130;-4.318.762.773.875.580;House;Private room;3;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";99.0;1;60.0;7;365;15;f;f;strict;2018;4;;
60;f;1.0;-23.030.912.124.178.600;-4.347.327.164.127.420;Bed and breakfast;Private room;4;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Washer,Dryer}";99.0;1;40.0;1;730;3;f;f;moderate;2018;4;;
61;f;2.0;-22.988.622.444.547.300;-43.317.334.766.009.600;House;Entire home/apt;6;3.0;4.0;5.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Essentials,Hangers,Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";499.0;6;150.0;2;30;0;t;f;moderate;2018;4;;
62;t;7.0;-22.915.262.728.189.900;-4.318.148.054.665.380;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Cleaning before checkout"",Other}";109.0;2;35.0;2;28;42;t;f;strict;2018;4;;
63;t;1.0;-2.298.856.948.559.510;-43.227.161.309.628.800;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";167.0;2;63.0;2;1000;56;t;f;strict;2018;4;;
64;f;9.0;-2.300.283.181.867.810;-4.332.842.381.255.750;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials}";181.0;2;30.0;2;1125;52;f;f;strict;2018;4;;
66;f;1.0;-22.904.867.732.361.900;-4.320.923.666.801.630;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Elevator,Washer,""First aid kit""}";240.0;1;0.0;1;730;0;f;f;moderate;2018;4;;
67;f;2.0;-22.970.225.867.158.800;-4.318.669.961.520.010;Apartment;Entire home/apt;10;2.0;2.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Babysitter recommendations"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";751.0;6;80.0;3;1125;5;f;f;strict;2018;4;;
68;f;3.0;-2.296.189.008.499.980;-43.169.725.863.465.000;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Dryer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";599.0;1;0.0;15;20;1;f;f;flexible;2018;4;;
69;f;1.0;-23.008.898.126.526.300;-4.343.049.491.016.240;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";359.0;1;0.0;4;30;3;t;f;strict;2018;4;;
70;f;1.0;-2.292.248.730.479.130;-4.318.858.032.505.160;Apartment;Private room;6;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer}";249.0;2;100.0;2;30;0;f;f;flexible;2018;4;;
71;t;2.0;-23.011.446.777.435;-43.315.749.245.984.900;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",Refrigerator,""BBQ grill"",""Patio or balcony""}";154.0;1;80.0;2;90;7;f;f;strict;2018;4;;
72;f;2.0;-2.298.784.203.208.500;-432.275.128.172.309;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials,Iron,""Window guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";847.0;1;0.0;2;90;79;t;f;strict;2018;4;;
73;f;4.0;-2.291.831.324.707.880;-43.178.501.622.245.900;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";48.0;1;0.0;60;365;1;t;f;moderate;2018;4;;
74;f;1.0;-2.298.322.043.740.510;-4.319.087.057.989.060;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";161.0;2;0.0;3;60;95;t;f;strict;2018;4;;
75;f;2.0;-22.920.019.447.041.200;-4.318.004.812.924.550;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}";205.0;2;85.0;2;180;52;t;f;strict;2018;4;;
76;t;2.0;-2.298.644.570.636.900;-431.972.418.760.119;Apartment;Entire home/apt;8;3.0;4.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""High chair"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Waterfront,Beachfront,""Handheld shower head""}";1025.0;1;171.0;2;29;104;t;f;strict;2018;4;;
77;f;1.0;-22.998.658.188.678.200;-4.325.209.894.183.010;House;Entire home/apt;6;4.0;3.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";10245.0;1;0.0;7;73560;0;t;f;strict;2018;4;;
78;f;7.0;-2.301.299.230.180.840;-4.343.739.360.054.040;Bed and breakfast;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";140.0;1;85.0;1;365;52;f;f;strict;2018;4;;
79;t;3.0;-22.962.117.617.454.300;-4.317.592.362.624.930;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";239.0;2;34.0;2;180;25;t;f;moderate;2018;4;;
80;f;5.0;-22.915.806.722.943.700;-4.319.181.152.048.640;House;Private room;2;0.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Essentials,""Lock on bedroom door"",""Host greets you""}";51.0;1;30.0;2;10;6;f;f;moderate;2018;4;;
81;f;1.0;-2.290.903.738.101.950;-4.318.943.233.696.950;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";150.0;1;80.0;2;730;0;f;f;strict;2018;4;;
82;f;3.0;-229.645.385.697.689;-4.317.761.451.441.750;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Wheelchair accessible"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";324.0;4;14.0;1;730;0;f;f;flexible;2018;4;;
83;f;2.0;-22.902.841.108.842.600;-43.222.474.674.972.900;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo}";514.0;1;205.0;1;365;2;f;f;strict;2018;4;;
84;f;1.0;-2.297.000.440.296.200;-4.318.822.800.527.050;Apartment;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";291.0;1;0.0;2;31;73;t;f;strict;2018;4;;
86;f;5.0;-22.892.280.332.169.800;-4.335.647.839.203.190;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Dog(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";120.0;1;50.0;1;365;4;t;f;moderate;2018;4;;
87;f;2.0;-22.969.947.020.877.600;-4.318.878.807.659.530;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}";376.0;2;0.0;2;270;9;f;f;strict;2018;4;;
88;f;3.0;-22.936.929.183.150.700;-4.319.098.433.088.750;Apartment;Private room;1;2.0;1.0;2.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Washer,""24-hour check-in"",""Laptop friendly workspace"",Refrigerator,""Well-lit path to entrance""}";68.0;1;82.0;1;45;4;f;f;moderate;2018;4;;
89;f;2.0;-22.915.487.712.984.500;-43.226.262.298.050.400;House;Private room;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""translation missing: en.hosting_amenity_50""}";301.0;1;50.0;1;730;1;f;f;flexible;2018;4;;
90;f;1.0;-2.294.485.039.003.760;-4.319.149.289.637.020;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials}";120.0;1;150.0;2;30;0;f;f;flexible;2018;4;;
